,SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PLUS_MINUS
12,22018,1610612737,ATL,Atlanta Hawks,0021800912,2019-02-27,ATL vs. MIN,W,263,131,46,108,0.426,12,29,0.414,27,32,0.844,18,47,65,32,1.0,6,12,25,8.0
13,22018,1610612737,ATL,Atlanta Hawks,0021800903,2019-02-25,ATL @ HOU,L,239,111,39,80,0.488,17,38,0.447,16,23,0.696,10,31,41,21,6.0,6,17,24,-8.0
14,22018,1610612737,ATL,Atlanta Hawks,0021800883,2019-02-23,ATL vs. PHX,W,241,120,38,92,0.413,12,33,0.364,32,38,0.842,12,38,50,22,8.0,9,13,22,8.0
15,22018,1610612737,ATL,Atlanta Hawks,0021800877,2019-02-22,ATL vs. DET,L,240,122,43,88,0.489,20,42,0.476,16,19,0.842,10,37,47,21,6.0,4,18,24,-3.0
16,22018,1610612737,ATL,Atlanta Hawks,0021800865,2019-02-14,ATL vs. NYK,L,240,91,33,91,0.363,10,38,0.263,15,19,0.789,10,31,41,19,8.0,4,12,24,-15.0
17,22018,1610612737,ATL,Atlanta Hawks,0021800848,2019-02-12,ATL vs. LAL,W,239,117,40,92,0.435,16,42,0.381,21,26,0.808,6,41,47,29,8.0,6,20,24,4.0
18,22018,1610612737,ATL,Atlanta Hawks,0021800837,2019-02-10,ATL vs. ORL,L,239,108,37,80,0.463,13,32,0.406,21,25,0.84,5,28,33,27,5.0,6,11,21,-16.0
19,22018,1610612737,ATL,Atlanta Hawks,0021800827,2019-02-09,ATL vs. CHA,L,240,120,46,86,0.535,14,33,0.424,14,19,0.737,10,26,36,26,10.0,3,18,18,-9.0
20,22018,1610612737,ATL,Atlanta Hawks,0021800813,2019-02-07,ATL vs. TOR,L,239,101,36,80,0.45,16,35,0.457,13,25,0.52,8,34,42,25,5.0,3,17,25,-18.0
21,22018,1610612737,ATL,Atlanta Hawks,0021800791,2019-02-04,ATL @ WAS,W,240,137,46,91,0.505,20,40,0.5,25,29,0.862,14,36,50,29,7.0,2,12,22,8.0
22,22018,1610612737,ATL,Atlanta Hawks,0021800784,2019-02-02,ATL @ PHX,W,241,118,43,84,0.512,14,32,0.438,18,26,0.692,16,37,53,21,6.0,5,24,18,6.0
23,22018,1610612737,ATL,Atlanta Hawks,0021800773,2019-02-01,ATL @ UTA,L,241,112,39,98,0.398,14,46,0.304,20,24,0.833,8,32,40,23,11.0,4,11,27,-16.0
24,22018,1610612737,ATL,Atlanta Hawks,0021800762,2019-01-30,ATL @ SAC,L,239,113,38,86,0.442,16,46,0.348,21,25,0.84,9,27,36,24,7.0,3,20,19,-22.0
25,22018,1610612737,ATL,Atlanta Hawks,0021800748,2019-01-28,ATL @ LAC,W,239,123,44,87,0.506,10,34,0.294,25,29,0.862,15,29,44,28,7.0,6,17,25,5.0
26,22018,1610612737,ATL,Atlanta Hawks,0021800734,2019-01-26,ATL @ POR,L,241,111,42,92,0.457,12,33,0.364,15,20,0.75,9,27,36,24,9.0,7,10,27,-9.0
27,22018,1610612737,ATL,Atlanta Hawks,0021800712,2019-01-23,ATL @ CHI,W,242,121,45,90,0.5,15,40,0.375,16,21,0.762,16,35,51,31,11.0,2,17,20,20.0
28,22018,1610612737,ATL,Atlanta Hawks,0021800695,2019-01-21,ATL vs. ORL,L,241,103,39,86,0.453,9,30,0.3,16,23,0.696,9,35,44,23,5.0,3,13,24,-19.0
29,22018,1610612737,ATL,Atlanta Hawks,0021800683,2019-01-19,ATL vs. BOS,L,240,105,40,92,0.435,12,41,0.293,13,14,0.929,13,36,49,28,8.0,6,20,20,-8.0
30,22018,1610612737,ATL,Atlanta Hawks,0021800653,2019-01-15,ATL vs. OKC,W,240,142,56,90,0.622,18,37,0.486,12,16,0.75,10,34,44,36,8.0,4,18,28,16.0
31,22018,1610612737,ATL,Atlanta Hawks,0021800640,2019-01-13,ATL vs. MIL,L,240,114,39,96,0.406,12,38,0.316,24,30,0.8,18,36,54,19,3.0,5,24,30,-19.0
32,22018,1610612737,ATL,Atlanta Hawks,0021800621,2019-01-11,ATL @ PHI,W,240,123,45,81,0.556,12,25,0.48,21,27,0.778,15,29,44,27,7.0,4,21,24,2.0
33,22018,1610612737,ATL,Atlanta Hawks,0021800609,2019-01-09,ATL @ BKN,L,240,100,36,99,0.364,6,35,0.171,22,25,0.88,18,34,52,17,8.0,6,19,24,-16.0
34,22018,1610612737,ATL,Atlanta Hawks,0021800602,2019-01-08,ATL @ TOR,L,241,101,40,87,0.46,10,27,0.37,11,16,0.688,13,37,50,22,12.0,2,26,22,-3.0
35,22018,1610612737,ATL,Atlanta Hawks,0021800587,2019-01-06,ATL vs. MIA,W,240,106,43,91,0.473,10,24,0.417,10,13,0.769,14,45,59,25,7.0,2,17,22,24.0
36,22018,1610612737,ATL,Atlanta Hawks,0021800572,2019-01-04,ATL @ MIL,L,241,112,37,85,0.435,14,41,0.341,24,35,0.686,5,26,31,26,11.0,3,21,23,-32.0
37,22018,1610612737,ATL,Atlanta Hawks,0021800556,2019-01-02,ATL @ WAS,L,240,98,40,95,0.421,10,31,0.323,8,13,0.615,13,37,50,26,5.0,6,14,19,-16.0
38,22018,1610612737,ATL,Atlanta Hawks,0021800542,2018-12-31,ATL @ IND,L,240,108,41,95,0.432,13,32,0.406,13,19,0.684,21,32,53,24,8.0,5,17,23,-8.0
39,22018,1610612737,ATL,Atlanta Hawks,0021800529,2018-12-29,ATL vs. CLE,W,240,111,43,98,0.439,10,37,0.27,15,25,0.6,17,36,53,27,7.0,4,13,25,3.0
40,22018,1610612737,ATL,Atlanta Hawks,0021800522,2018-12-28,ATL @ MIN,W,265,123,47,100,0.47,16,35,0.457,13,20,0.65,17,41,58,32,10.0,6,23,33,3.0
41,22018,1610612737,ATL,Atlanta Hawks,0021800504,2018-12-26,ATL vs. IND,L,239,121,45,89,0.506,17,36,0.472,14,18,0.778,11,30,41,33,8.0,6,19,24,-8.0
42,22018,1610612737,ATL,Atlanta Hawks,0021800486,2018-12-23,ATL @ DET,W,240,98,36,91,0.396,6,23,0.261,20,25,0.8,15,39,54,24,9.0,9,16,25,3.0
43,22018,1610612737,ATL,Atlanta Hawks,0021800472,2018-12-21,ATL @ NYK,W,241,114,43,91,0.473,10,29,0.345,18,24,0.75,15,39,54,29,4.0,1,16,18,7.0
44,22018,1610612737,ATL,Atlanta Hawks,0021800452,2018-12-18,ATL vs. WAS,W,240,118,37,79,0.468,12,32,0.375,32,39,0.821,13,36,49,23,4.0,5,23,29,8.0
45,22018,1610612737,ATL,Atlanta Hawks,0021800436,2018-12-16,ATL @ BKN,L,241,127,47,85,0.553,14,29,0.483,19,25,0.76,8,25,33,38,9.0,5,14,22,-17.0
46,22018,1610612737,ATL,Atlanta Hawks,0021800420,2018-12-14,ATL @ BOS,L,240,108,36,86,0.419,16,38,0.421,20,32,0.625,16,28,44,27,10.0,5,24,19,-21.0
47,22018,1610612737,ATL,Atlanta Hawks,0021800412,2018-12-12,ATL @ DAL,L,240,107,43,93,0.462,11,33,0.333,10,14,0.714,16,28,44,21,7.0,2,21,30,-7.0
48,22018,1610612737,ATL,Atlanta Hawks,0021800380,2018-12-08,ATL vs. DEN,W,240,106,40,93,0.43,15,42,0.357,11,16,0.688,9,42,51,33,9.0,11,18,23,8.0
49,22018,1610612737,ATL,Atlanta Hawks,0021800357,2018-12-05,ATL vs. WAS,L,240,117,41,92,0.446,12,38,0.316,23,31,0.742,8,35,43,28,13.0,4,17,27,-14.0
50,22018,1610612737,ATL,Atlanta Hawks,0021800344,2018-12-03,ATL vs. GSW,L,240,111,44,90,0.489,5,26,0.192,18,24,0.75,9,26,35,23,10.0,4,18,21,-17.0
51,22018,1610612737,ATL,Atlanta Hawks,0021800325,2018-11-30,ATL @ OKC,L,239,109,43,96,0.448,11,36,0.306,12,20,0.6,14,28,42,26,15.0,3,21,12,-15.0
52,22018,1610612737,ATL,Atlanta Hawks,0021800306,2018-11-28,ATL @ CHA,L,240,94,32,93,0.344,11,44,0.25,19,22,0.864,16,38,54,20,11.0,8,19,25,-14.0
53,22018,1610612737,ATL,Atlanta Hawks,0021800302,2018-11-27,ATL @ MIA,W,239,115,38,80,0.475,12,31,0.387,27,32,0.844,10,36,46,22,13.0,7,24,24,2.0
54,22018,1610612737,ATL,Atlanta Hawks,0021800288,2018-11-25,ATL vs. CHA,W,238,124,50,94,0.532,16,39,0.41,8,11,0.727,9,32,41,34,5.0,9,15,23,1.0
55,22018,1610612737,ATL,Atlanta Hawks,0021800268,2018-11-23,ATL vs. BOS,L,239,96,35,81,0.432,6,35,0.171,20,29,0.69,5,35,40,22,9.0,7,20,26,-18.0
56,22018,1610612737,ATL,Atlanta Hawks,0021800254,2018-11-21,ATL vs. TOR,L,238,108,42,93,0.452,10,36,0.278,14,18,0.778,9,25,34,24,10.0,7,9,21,-16.0
57,22018,1610612737,ATL,Atlanta Hawks,0021800243,2018-11-19,ATL vs. LAC,L,242,119,45,101,0.446,12,38,0.316,17,19,0.895,16,35,51,29,6.0,6,14,38,-8.0
58,22018,1610612737,ATL,Atlanta Hawks,0021800226,2018-11-17,ATL @ IND,L,239,89,31,87,0.356,8,29,0.276,19,27,0.704,5,36,41,20,15.0,6,18,24,-8.0
59,22018,1610612737,ATL,Atlanta Hawks,0021800214,2018-11-15,ATL @ DEN,L,240,93,32,92,0.348,9,42,0.214,20,27,0.741,15,28,43,20,7.0,5,19,22,-45.0
60,22018,1610612737,ATL,Atlanta Hawks,0021800201,2018-11-13,ATL @ GSW,L,241,103,40,89,0.449,12,32,0.375,11,15,0.733,10,32,42,25,9.0,2,14,18,-7.0
61,22018,1610612737,ATL,Atlanta Hawks,0021800189,2018-11-11,ATL @ LAL,L,240,106,41,95,0.432,13,37,0.351,11,13,0.846,10,34,44,25,11.0,4,17,23,-1.0
62,22018,1610612737,ATL,Atlanta Hawks,0021800169,2018-11-09,ATL vs. DET,L,240,109,36,79,0.456,7,28,0.25,30,40,0.75,9,44,53,17,6.0,2,16,21,-15.0
63,22018,1610612737,ATL,Atlanta Hawks,0021800155,2018-11-07,ATL vs. NYK,L,240,107,37,92,0.402,11,38,0.289,22,29,0.759,15,30,45,26,5.0,9,17,30,-5.0
64,22018,1610612737,ATL,Atlanta Hawks,0021800149,2018-11-06,ATL @ CHA,L,239,102,41,85,0.482,6,30,0.2,14,18,0.778,7,30,37,22,13.0,9,22,18,-11.0
65,22018,1610612737,ATL,Atlanta Hawks,0021800128,2018-11-03,ATL vs. MIA,W,239,123,46,88,0.523,13,32,0.406,18,23,0.783,8,29,37,33,11.0,7,16,21,5.0
66,22018,1610612737,ATL,Atlanta Hawks,0021800114,2018-11-01,ATL vs. SAC,L,239,115,42,87,0.483,8,31,0.258,23,34,0.676,10,33,43,26,6.0,6,22,28,-31.0
67,22018,1610612737,ATL,Atlanta Hawks,0021800097,2018-10-30,ATL @ CLE,L,240,114,44,82,0.537,15,35,0.429,11,17,0.647,6,33,39,25,6.0,8,22,29,-22.0
